doi,issue,journal.id,journal.title,title,type,volume,year,open_access_types
10.1139/cjfas-2018-0122,10,jour.1123393,Canadian Journal of Fisheries and Aquatic Sciences,Using an individual-based model to simulate the Gulf of Maine American lobster (Homarus americanus) fishery and evaluate the robustness of current management regulations,article,76,2019,"Green, Accepted"
10.1139/cjfas-2018-0243,10,jour.1123393,Canadian Journal of Fisheries and Aquatic Sciences,A seascape-scale habitat model to support management of fishing impacts on benthic ecosystems,article,76,2019,"Green, Accepted"
10.1002/ecs2.2898,10,jour.1047660,Ecosphere,Foraging ecology mediates response to ecological mismatch during migratory stopover,article,10,2019,Bronze
10.3390/rs11192268,19,jour.1049580,Remote Sensing,The Potential for Discriminating Microphysical Processes in Numerical Weather Forecasts Using Airborne Polarimetric Radio Occultations,article,11,2019,Bronze
10.5194/essd-11-1437-2019,3,jour.1284750,Earth System Science Data,GLODAPv2.2019 – an update of GLODAPv2,article,11,2019,Bronze
10.3390/jmse7100329,10,jour.1047907,Journal of Marine Science and Engineering,The DeepWater Horizon Oil Slick: Simulations of River Front Effects and Oil Droplet Size Distribution,article,7,2019,Bronze
10.3390/w11091947,9,jour.1048809,Water,Climate Change Made Major Contributions to Soil Water Storage Decline in the Southwestern US during 2003–2014,article,11,2019,Bronze
10.3389/fmars.2019.00573,,jour.1050424,Frontiers in Marine Science,"Vessel Operations in the Arctic, 2015–2017",article,6,2019,Bronze
10.3389/fmars.2019.00560,,jour.1050424,Frontiers in Marine Science,Better Together: The Uses of Ecological and Socio-Economic Indicators With End-to-End Models in Marine Ecosystem Based Management,article,6,2019,Bronze
10.3390/rs11182152,18,jour.1049580,Remote Sensing,Airborne LiDAR Reveals a Vast Archaeological Landscape at the Nan Madol World Heritage Site,article,11,2019,Bronze
10.1371/journal.pone.0222456,9,jour.1037553,PLoS ONE,Humpback whale song occurrence reflects ecosystem variability in feeding and migratory habitat of the northeast Pacific,article,14,2019,Bronze
10.3390/insects10090298,9,jour.1046042,Insects,Estimation of the Potential Infestation Area of Newly-invaded Fall Armyworm Spodoptera Frugiperda in the Yangtze River Valley of China,article,10,2019,Bronze
10.1088/1748-9326/ab3b82,9,jour.1137748,Environmental Research Letters,How likely is an El Niño to break the global mean surface temperature record during the 21st century?,article,14,2019,Bronze
10.3389/fmars.2019.00519,,jour.1050424,Frontiers in Marine Science,"Advancing Observation of Ocean Biogeochemistry, Biology, and Ecosystems With Cost-Effective in situ Sensing Technologies",article,6,2019,Bronze
10.7717/peerj.7552,,jour.1136887,PeerJ,Oceanographic habitat and the coral microbiomes of urban-impacted reefs,article,7,2019,Bronze
10.3390/rs11182106,18,jour.1049580,Remote Sensing,Monitoring Drought Impact on Annual Forage Production in Semi-arid Grasslands: A Case Study of Nebraska Sandhills,article,11,2019,Bronze
10.3390/su11184853,18,jour.1046556,Sustainability,Coupling Influences of ENSO and PDO on the Inter-Decadal SST Variability of the ACC around the Western South Atlantic,article,11,2019,Bronze
10.3390/w11091834,9,jour.1048809,Water,Trends in Drought over the Northeast United States,article,11,2019,Bronze
10.1109/tvcg.2018.2855742,9,jour.1135168,IEEE Transactions on Visualization and Computer Graphics,Measuring and Modeling the Feature Detection Threshold Functions of Colormaps,article,25,2019,Hybrid
10.1016/j.rsma.2019.100740,,jour.1145522,Regional Studies in Marine Science,"Physical dynamics of the reef flat, channel, and fore reef areas of a fringing reef embayment: An oceanographic study of Pago Bay, Guam",article,31,2019,Hybrid
10.1002/fsh.10292,9,jour.1295255,Fisheries,Survival of Salmonids from an Experimental Commercial Fish Trap,article,44,2019,Hybrid
10.1002/ecs2.2874,9,jour.1047660,Ecosphere,Location‐specific factors influence patterns and effects of subsistence sea otter harvest in Southeast Alaska,article,10,2019,Bronze
10.1007/s00382-019-04694-4,6-May,jour.1049631,Climate Dynamics,Interdecadal Pacific Oscillation reconstructed from trans-Pacific tree rings: 1350–2004 CE,article,53,2019,Hybrid
10.1175/jcli-d-18-0788.1,18,jour.1312082,Journal of Climate,A drift-free decadal climate prediction system for the Community Earth System Model A drift-free decadal climate prediction system for the Community Earth System Model,article,32,2019,Bronze
10.1016/j.margeo.2019.105963,,jour.1026150,Marine Geology,"The application of δ13C, TOC and C/N geochemistry of mangrove sediments to reconstruct Holocene paleoenvironments and relative sea levels, Puerto Rico",article,415,2019,Hybrid
10.1016/j.dsr.2019.06.011,,jour.1312090,Deep Sea Research Part I Oceanographic Research Papers,Epifaunal communities across marine landscapes of the deep Chukchi Borderland (Pacific Arctic),article,151,2019,Hybrid
10.1016/j.fishres.2018.09.027,Can. J. Fish. Aquat. Sci. 67 2010,jour.1032122,Fisheries Research,Estimating recruitment variability and productivity in Antarctic krill,article,217,2019,Hybrid
10.1016/j.fishres.2018.11.030,Methods Ecol. Evol. 4 2012,jour.1032122,Fisheries Research,"""So, where do you come from?"" The impact of assumed spatial population structure on estimates of recruitment",article,217,2019,Hybrid
10.1007/s13253-019-00353-7,3,jour.1134206,"Journal of Agricultural, Biological and Environmental Statistics",Computer Model Calibration Based on Image Warping Metrics: An Application for Sea Ice Deformation,article,24,2019,"Green, Submitted"
10.1002/lno.11164,5,jour.1126634,Limnology and Oceanography,"Ecophysiology of mesophotic reef‐building corals in Hawai‘i is influenced by symbiont–host associations, photoacclimatization, trophic plasticity, and adaptation",article,64,2019,Hybrid
10.1016/j.ecss.2019.04.022,,jour.1120689,Estuarine Coastal and Shelf Science,Recommended priorities for research on ecological impacts of ocean and coastal acidification in the U.S. Mid-Atlantic,article,225,2019,Hybrid
10.1007/s00382-019-04636-0,6-May,jour.1049631,Climate Dynamics,A probabilistic gridded product for daily precipitation extremes over the United States,article,53,2019,Hybrid
10.1002/lno.11166,5,jour.1126634,Limnology and Oceanography,Spatial variation in the biochemical and isotopic composition of corals during bleaching and recovery,article,64,2019,Hybrid
10.1038/s41396-019-0431-y,9,jour.1038436,The ISME Journal,Active subseafloor microbial communities from Mariana back-arc venting fluids share metabolic strategies across different thermal niches and taxa,article,13,2019,Hybrid
10.1016/j.ecolind.2019.04.067,,jour.1032186,Ecological Indicators,Monitoring the long-term desertification process and assessing the relative roles of its drivers in Central Asia,article,104,2019,"Green, Published"
10.1139/cjfas-2018-0490,9,jour.1123393,Canadian Journal of Fisheries and Aquatic Sciences,Pop-up satellite archival tags reveal evidence of intense predation on large immature Chinook salmon (Oncorhynchus tshawytscha) in the North Pacific Ocean,article,76,2019,Bronze
10.1007/s40641-019-00138-7,3,jour.1052181,Current Climate Change Reports,ENSO Diversity from an Atmospheric Perspective,article,5,2019,Hybrid
10.1002/eap.1942,6,jour.1133336,Ecological Applications,Fathoming sea turtles: monitoring strategy evaluation to improve conservation status assessments,article,29,2019,Hybrid
10.1175/mwr-d-18-0227.1,9,jour.1136879,Monthly Weather Review,Evaluation of Tropical Cyclone Forecasts in the Next Generation Global Prediction System,article,147,2019,Bronze
10.1016/j.polar.2018.11.008,Atmosphere 8 2017,jour.1313785,Polar Science,The urgency of Arctic change,article,21,2019,Hybrid
10.1002/joc.6080,11,jour.1052080,International Journal of Climatology,Backward and forward drift trajectories of sea ice in the northwestern Arctic Ocean in response to changing atmospheric circulation,article,39,2019,Hybrid
10.1016/j.envpol.2019.05.134,Pt B,jour.1098046,Environmental Pollution,Oiling of the continental shelf and coastal marshes over eight years after the 2010 Deepwater Horizon oil spill,article,252,2019,Hybrid
10.1126/sciadv.aax0587,9,jour.1051517,Science Advances,Multidecadal increase in plastic particles in coastal ocean sediments,article,5,2019,Bronze
10.1016/j.rse.2019.111214,,jour.1045931,Remote Sensing of Environment,User needs for future Landsat missions,article,231,2019,Hybrid
10.1002/qj.3497,Suppl 1,jour.1052095,Quarterly Journal of the Royal Meteorological Society,Current state of the global operational aerosol multi‐model ensemble: An update from the International Cooperative for Aerosol Prediction (ICAP),article,145,2019,Bronze
10.3390/rs11172003,17,jour.1049580,Remote Sensing,Enterprise LST Algorithm Development and Its Evaluation with NOAA 20 Data,article,11,2019,Bronze
10.1371/journal.pone.0221147,8,jour.1037553,PLoS ONE,More landings for higher profit? Inverse demand analysis of the bluefin tuna auction price in Japan and economic incentives in global bluefin tuna fisheries management,article,14,2019,Bronze
10.5194/essd-11-1291-2019,3,jour.1284750,Earth System Science Data,"The Utah urban carbon dioxide (UUCON) and Uintah Basin greenhouse gas networks: instrumentation, data, and measurement uncertainty",article,11,2019,Bronze
10.3389/fmars.2019.00495,,jour.1050424,Frontiers in Marine Science,"Recent Eruptions Between 2012 and 2018 Discovered at West Mata Submarine Volcano (NE Lau Basin, SW Pacific) and Characterized by New Ship, AUV, and ROV Data",article,6,2019,Bronze
10.3390/w11081728,8,jour.1048809,Water,Development of a Non-Parametric Stationary Synthetic Rainfall Generator for Use in Hourly Water Resource Simulations,article,11,2019,Bronze
10.3389/fmars.2019.00420,,jour.1050424,Frontiers in Marine Science,Observational Needs of Sea Surface Temperature,article,6,2019,Bronze
10.3390/su11164488,16,jour.1046556,Sustainability,Can More Accurate Night-Time Remote Sensing Data Simulate a More Detailed Population Distribution?,article,11,2019,Bronze
10.3389/fmars.2019.00415,,jour.1050424,Frontiers in Marine Science,Targeted Sampling by Autonomous Underwater Vehicles,article,6,2019,Bronze
10.1371/journal.pone.0220260,8,jour.1037553,PLoS ONE,The non-market benefits of early and partial gains in managing threatened salmon,article,14,2019,Bronze
10.3389/fmars.2019.00501,,jour.1050424,Frontiers in Marine Science,Lessons From Placing an Observer on Commercial Cargo Ships Off the U.S. West Coast: Utility as an Observation Platform and Insight Into Ship Strike Vulnerability,article,6,2019,Bronze
10.5194/acp-19-10335-2019,15,jour.1033685,Atmospheric Chemistry and Physics,"Perfluorocyclobutane (PFC-318, c-C4F8) in the global atmosphere",article,19,2019,Bronze
10.1371/journal.pone.0219852,8,jour.1037553,PLoS ONE,Bioluminescent flashes drive nighttime schooling behavior and synchronized swimming dynamics in flashlight fish.,article,14,2019,Bronze
10.3390/land8080124,8,jour.1050177,Land,Assessment of Energy–Population–Urbanization Nexus with Changing Energy Industry Scenario in India,article,8,2019,Bronze
10.3390/pathogens8030125,3,jour.1047674,Pathogens,Molecular Epizootiology of Toxoplasma gondii and Cryptosporidium parvum in the Eastern Oyster (Crassostrea virginica) from Maine (USA),article,8,2019,Bronze
10.3389/fmars.2019.00448,,jour.1050424,Frontiers in Marine Science,Public–Private Partnerships to Advance Regional Ocean-Observing Capabilities: A Saildrone and NOAA-PMEL Case Study and Future Considerations to Expand to Global Scale Observing,article,6,2019,Bronze
10.3390/rs11161894,16,jour.1049580,Remote Sensing,ADDTID: An Alternative Tool for Studying Earthquake/Tsunami Signatures in the Ionosphere. Case of the 2011 Tohoku Earthquake,article,11,2019,Bronze
10.3390/data4030122,3,jour.1284499,Data,Sea Ice Climate Normals for Seasonal Ice Monitoring of Arctic and Sub-Regions,article,4,2019,Bronze
10.3390/rs11161876,16,jour.1049580,Remote Sensing,Ocean Surface Wind Speed Retrieval Using Simulated RADARSAT Constellation Mission Compact Polarimetry SAR Data,article,11,2019,Bronze
10.3390/microorganisms7080250,8,jour.1049675,Microorganisms,Metagenomic Sequencing Identifies Highly Diverse Assemblages of Dinoflagellate Cysts in Sediments from Ships’ Ballast Tanks,article,7,2019,Bronze
10.3389/fmars.2019.00427,,jour.1050424,Frontiers in Marine Science,"Ocean Observations to Improve Our Understanding, Modeling, and Forecasting of Subseasonal-to-Seasonal Variability",article,6,2019,Bronze
10.3389/fmars.2019.00497,,jour.1050424,Frontiers in Marine Science,Predicting the Evolution of the 2014–2016 California Current System Marine Heatwave From an Ensemble of Coupled Global Climate Forecasts,article,6,2019,Bronze
10.1371/journal.pone.0220058,8,jour.1037553,PLoS ONE,"Variability in phytoplankton biomass and effects of sea surface temperature based on satellite data from the Yellow Sea, China",article,14,2019,Bronze
10.3389/fmars.2019.00480,,jour.1050424,Frontiers in Marine Science,The Unknown and the Unexplored: Insights Into the Pacific Deep-Sea Following NOAA CAPSTONE Expeditions,article,6,2019,Bronze
10.1371/journal.pone.0220797,8,jour.1037553,PLoS ONE,How much do we know about seabird bycatch in pelagic longline fisheries? A simulation study on the potential bias caused by the usually unobserved portion of seabird bycatch,article,14,2019,Bronze
10.1029/2019ef001210,8,jour.1050542,Earth's Future,Observed Impacts of Anthropogenic Climate Change on Wildfire in California,article,7,2019,Pure Gold
10.3389/fmars.2019.00439,,jour.1050424,Frontiers in Marine Science,"On the Future of Argo: A Global, Full-Depth, Multi-Disciplinary Array",article,6,2019,Bronze
10.3389/fmars.2019.00424,,jour.1050424,Frontiers in Marine Science,SMART Cables for Observing the Global Ocean: Science and Implementation,article,6,2019,Bronze
10.3389/fmars.2019.00410,,jour.1050424,Frontiers in Marine Science,The Joint IOC (of UNESCO) and WMO Collaborative Effort for Met-Ocean Services,article,6,2019,Bronze
